filename,dice,iou,gt_pixels,pred_pixels
2878.png,0.894760147601476,0.8095619658119658,7461,6089
2882.png,0.6410256410256411,0.4716981132075472,11020,5750
2883.png,0.7193753050268423,0.5617378048780488,1222,827
2884.png,0.8967359050445104,0.8128025820333513,1638,1732
2885.png,0.2847884788478848,0.1660369437447523,1112,4443
2886.png,0.583001157258583,0.4114337568058076,2992,4785
2891.png,0.9067140090380891,0.8293475051668143,3051,3145
2895.png,0.7938371239911959,0.6581508515815085,1168,1558
2897.png,0.9107798165137615,0.8361760370604338,4275,4445
2898.png,0.8696777905638665,0.769406973784678,3320,3632
2910.png,0.0,0.0,3972,5087
2912.png,0.8494768815389807,0.7383396890583749,2695,3231
2916.png,0.8198636806231743,0.6947194719471947,1605,1476
2920.png,0.8431408493736633,0.7288189309106275,9257,7108
2924.png,0.8711907005969212,0.7717784581129975,2814,3552
2927.png,0.8930051182061906,0.8066930867459269,2084,2019
2933.png,0.8160610139075819,0.689276241000379,2080,2378
2940.png,0.022743259085580305,0.011502430926123563,15771,1289
2941.png,0.9321683504310176,0.8729544126241964,13371,12266
2943.png,0.9077255950108184,0.8310417152178979,4203,3654
2947.png,0.8121918422232183,0.6837735849056604,3592,3101
2951.png,0.8493167701863354,0.7380978084853719,9121,6979
2955.png,0.7193937958797064,0.5617603550295858,2564,1659
2957.png,0.8123594406961964,0.6840111971019266,5387,4840
2958.png,0.7773963069499861,0.6358530661809351,6010,4767
2959.png,0.9067982456140351,0.8294884653961886,5845,5099
296.png,0.587012987012987,0.41544117647058826,3633,7917
2961.png,0.7747330960854093,0.6322974150450189,3163,2457
2968.png,0.918784255107125,0.8497695852534562,4251,3777
2969.png,0.60625,0.4349775784753363,5243,2437
2977.png,0.914538822303283,0.842534805568891,1862,1976
2978.png,0.9344005568122499,0.8768778576094056,2759,2988
2979.png,0.9471386246686418,0.8995853080568721,3185,3228
2980.png,0.9336269267065115,0.8755162241887906,3163,3195
2981.png,0.784785748675975,0.6458003169572107,2486,1668
2982.png,0.9040152963671129,0.8248429867411026,1194,1421
2984.png,0.820433135864815,0.6955376255557385,6041,4256
2990.png,0.8284029842959253,0.7070716066975419,11110,8057
2991.png,0.7591792656587473,0.6118363794604004,12492,7880
3001.png,0.008298755186721992,0.004166666666666667,8209,2154
3008.png,0.7707808564231738,0.6270491803278688,4220,3720
3015.png,0.9570009184269851,0.9175472302273455,6083,5894
3016.png,0.9223027068242471,0.8558086882694212,6973,6142
3018.png,0.5457567949463885,0.37528577960676723,8686,3345
3021.png,0.7274081429990069,0.5715957861880608,2475,1553
3031.png,0.3755504499329887,0.23118628086510695,16899,3993
3039.png,0.7478684531059683,0.5972762645914397,308,513
304.png,0.6996555844520981,0.538054054054054,9124,5103
3045.png,0.8043641835966893,0.6727501573316551,7876,5414
3046.png,0.6948478003657094,0.5323883303115213,4376,4921
3047.png,0.9251700680272109,0.8607594936708861,801,816
