filename,a,b,same_text,abs_dice,box_iou
238.png,H0,H1,False,0.013461043181790311,0.9782608695652174
238.png,H0,H2,False,0.013461043181790311,0.9782608695652174
238.png,H1,H2,False,0.0,1.0
2384.png,H0,H1,False,0.0,1.0
2384.png,H0,H2,False,0.0,1.0
2384.png,H1,H2,False,0.0,1.0
2386.png,H0,H1,False,0.0,1.0
2386.png,H0,H2,False,0.0,1.0
2386.png,H1,H2,True,0.0,1.0
2388.png,H0,H1,False,0.03762629805997075,0.9475319295823266
2388.png,H0,H2,False,0.00885694239642576,0.9206349206349206
2388.png,H1,H2,False,0.028769355663544993,0.9309256661991585
2389.png,H0,H1,False,0.00013291684858274255,0.9538291401714127
2389.png,H0,H2,False,0.21759521537356163,0.37351778656126483
2389.png,H1,H2,False,0.21772813222214438,0.3753191489361702
2392.png,H0,H1,False,0.0,1.0
2392.png,H0,H2,False,0.0,1.0
2392.png,H1,H2,True,0.0,1.0
2395.png,H0,H1,False,0.023334780656888543,0.9150326797385621
2395.png,H0,H2,False,0.024775163151290802,0.8375350140056023
2395.png,H1,H2,False,0.0014403824944022592,0.9153061224489796
2399.png,H0,H1,False,0.04348087748296514,0.9098039215686274
2399.png,H0,H2,False,0.04348087748296514,0.9098039215686274
2399.png,H1,H2,True,0.0,1.0
2400.png,H0,H1,False,0.012183195180780704,0.9373275522270398
2400.png,H0,H2,False,0.014410511959151107,0.910524241229799
2400.png,H1,H2,False,0.002227316778370403,0.9268392930538429
2401.png,H0,H1,False,0.057571015342958776,0.9343715239154616
2401.png,H0,H2,False,0.057571015342958776,0.9343715239154616
2401.png,H1,H2,True,0.0,1.0
2406.png,H0,H1,False,0.0003121411669302354,0.9787234042553191
2406.png,H0,H2,False,0.00020433877699144176,0.9465277777777777
2406.png,H1,H2,False,0.0005164799439216772,0.9263888888888889
2423.png,H0,H1,False,0.0,1.0
2423.png,H0,H2,False,0.05083691819992331,0.9192006950477846
2423.png,H1,H2,False,0.05083691819992331,0.9192006950477846
2424.png,H0,H1,False,0.011781101014811002,0.9591836734693877
2424.png,H0,H2,False,0.011781101014811002,0.9591836734693877
2424.png,H1,H2,True,0.0,1.0
2430.png,H0,H1,False,0.004397061675623037,0.9140096618357488
2430.png,H0,H2,False,0.005043849178639315,0.8521739130434782
2430.png,H1,H2,False,0.0006467875030162773,0.9323467230443975
2442.png,H0,H1,False,0.0031494567781515936,0.9531772575250836
2442.png,H0,H2,False,0.0031494567781515936,0.9531772575250836
2442.png,H1,H2,False,0.0,1.0
2459.png,H0,H1,False,0.0024171722198387258,0.9848484848484849
2459.png,H0,H2,False,0.011534843803086114,0.9211030256606664
2459.png,H1,H2,False,0.01395201602292484,0.9350699844479005
246.png,H0,H1,False,0.0,1.0
246.png,H0,H2,False,0.0,1.0
246.png,H1,H2,True,0.0,1.0
2472.png,H0,H1,False,0.0004914359869953033,0.975609756097561
2472.png,H0,H2,False,0.0008104929926787685,0.8842224744608399
2472.png,H1,H2,False,0.0003190570056834652,0.8636363636363636
2474.png,H0,H1,False,0.0014873168734972353,0.9543230016313213
2474.png,H0,H2,False,0.01270106868248777,0.7405555555555555
2474.png,H1,H2,False,0.011213751808990535,0.7430323299888517
2486.png,H0,H1,False,0.009981519486995993,0.9328042328042329
2486.png,H0,H2,False,0.005848272545518229,0.9139676113360324
2486.png,H1,H2,False,0.015829792032514223,0.9318181818181818
2489.png,H0,H1,False,0.0796827707883524,0.5971826527382083
2489.png,H0,H2,False,0.026322071128301983,0.7792207792207793
2489.png,H1,H2,False,0.053360699660050415,0.46533713200379867
25.png,H0,H1,False,0.0008831640281518061,0.9791666666666666
25.png,H0,H2,False,0.0008831640281518061,0.9791666666666666
25.png,H1,H2,True,0.0,1.0
2503.png,H0,H1,False,0.03596358381436082,0.975
2503.png,H0,H2,False,0.03596358381436082,0.975
2503.png,H1,H2,True,0.0,1.0
2504.png,H0,H1,False,0.055245389552844304,0.9072426937738246
2504.png,H0,H2,False,0.05205011727950204,0.6653225806451613
2504.png,H1,H2,False,0.0031952722733422645,0.6316244239631337
2511.png,H0,H1,False,0.12692955276364448,0.8637037037037038
2511.png,H0,H2,False,0.12692955276364448,0.8637037037037038
2511.png,H1,H2,True,0.0,1.0
2520.png,H0,H1,False,0.005072497484519323,0.9382716049382716
2520.png,H0,H2,False,0.005072497484519323,0.9382716049382716
2520.png,H1,H2,True,0.0,1.0
2522.png,H0,H1,False,3.443332325481219e-05,0.9777777777777777
2522.png,H0,H2,False,3.443332325481219e-05,0.9777777777777777
2522.png,H1,H2,True,0.0,1.0
2523.png,H0,H1,False,0.0,1.0
2523.png,H0,H2,False,0.0004485535901717075,0.9089989888776542
2523.png,H1,H2,False,0.0004485535901717075,0.9089989888776542
2532.png,H0,H1,False,0.0560342886800268,0.816
2532.png,H0,H2,False,0.17243908115255968,0.6807272727272727
2532.png,H1,H2,False,0.11640479247253288,0.8342245989304813
2533.png,H0,H1,False,0.00789714000531938,0.9395050412465628
2533.png,H0,H2,False,0.009541954541367859,0.9358974358974359
2533.png,H1,H2,False,0.0016448145360484778,0.9501587301587302
2537.png,H0,H1,False,0.02504464812706353,0.9244314013206163
2537.png,H0,H2,False,0.10332879984981869,0.905823148813803
2537.png,H1,H2,False,0.07828415172275516,0.9782608695652174
2542.png,H0,H1,False,3.392324063355989e-05,0.9610983981693364
2542.png,H0,H2,False,3.392324063355989e-05,0.9610983981693364
2542.png,H1,H2,True,0.0,1.0
2545.png,H0,H1,False,0.0007343112659212725,0.9444444444444444
2545.png,H0,H2,False,0.0007343112659212725,0.9444444444444444
2545.png,H1,H2,True,0.0,1.0
2555.png,H0,H1,False,0.0,0.9607843137254902
2555.png,H0,H2,False,0.12965257471378303,0.00451913571529445
2555.png,H1,H2,False,0.12965257471378303,0.0045603534273906225
2556.png,H0,H1,False,0.004587463134396841,0.9552845528455285
2556.png,H0,H2,False,0.005510433436013096,0.907520325203252
2556.png,H1,H2,False,0.0009229703016162549,0.95
2557.png,H0,H1,False,0.001193532559930599,0.9579606440071556
2557.png,H0,H2,False,0.001193532559930599,0.9579606440071556
2557.png,H1,H2,True,0.0,1.0
256.png,H0,H1,False,3.0527343892194914e-05,0.9473684210526315
256.png,H0,H2,False,3.0527343892194914e-05,0.9473684210526315
256.png,H1,H2,True,0.0,1.0
2565.png,H0,H1,False,0.0031917603147585405,0.9761904761904762
2565.png,H0,H2,False,0.0031917603147585405,0.9761904761904762
2565.png,H1,H2,True,0.0,1.0
2575.png,H0,H1,False,0.0,1.0
2575.png,H0,H2,False,0.002431432232788744,0.9833333333333333
2575.png,H1,H2,False,0.002431432232788744,0.9833333333333333
2577.png,H0,H1,False,0.001220015271647612,0.9772727272727273
2577.png,H0,H2,False,0.015553653998050199,0.9120992761116856
2577.png,H1,H2,False,0.014333638726402587,0.9338159255429163
2581.png,H0,H1,False,0.027162688171505578,0.9510086455331412
2581.png,H0,H2,False,0.027162688171505578,0.9510086455331412
2581.png,H1,H2,True,0.0,1.0
2582.png,H0,H1,False,0.007426803652315628,0.98
2582.png,H0,H2,False,0.007426803652315628,0.98
2582.png,H1,H2,True,0.0,1.0
2589.png,H0,H1,False,0.09743284431692445,0.9767441860465116
2589.png,H0,H2,False,0.19147936968162493,0.9534883720930233
2589.png,H1,H2,False,0.09404652536470048,0.9761904761904762
2590.png,H0,H1,False,0.0,1.0
2590.png,H0,H2,False,0.0,1.0
2590.png,H1,H2,True,0.0,1.0
2591.png,H0,H1,False,0.04951877240298608,0.9629629629629629
2591.png,H0,H2,False,0.04951877240298608,0.9629629629629629
2591.png,H1,H2,True,0.0,1.0
2592.png,H0,H1,False,0.0,1.0
2592.png,H0,H2,False,0.0,1.0
2592.png,H1,H2,True,0.0,1.0
2593.png,H0,H1,False,0.0027577430614091902,0.9544468546637744
2593.png,H0,H2,False,0.0027577430614091902,0.9544468546637744
2593.png,H1,H2,True,0.0,1.0
2594.png,H0,H1,False,0.0,1.0
2594.png,H0,H2,False,0.01118982282342329,0.8321325648414986
2594.png,H1,H2,False,0.01118982282342329,0.8321325648414986
2602.png,H0,H1,False,0.0,1.0
2602.png,H0,H2,False,0.0,1.0
2602.png,H1,H2,True,0.0,1.0
2605.png,H0,H1,False,0.007666430535909319,0.9
2605.png,H0,H2,False,0.0033567798581417008,0.9310344827586207
2605.png,H1,H2,False,0.004309650677767618,0.9666666666666667
2608.png,H0,H1,False,0.0,1.0
2608.png,H0,H2,False,0.0,1.0
2608.png,H1,H2,True,0.0,1.0
2609.png,H0,H1,False,0.00728330008497069,0.9642857142857143
2609.png,H0,H2,False,0.515034929055715,0.5479082321187584
2609.png,H1,H2,False,0.5223182291406857,0.52834008097166
262.png,H0,H1,False,0.0,1.0
262.png,H0,H2,False,0.0003309286789940913,0.9443137254901961
262.png,H1,H2,False,0.0003309286789940913,0.9443137254901961
2623.png,H0,H1,False,0.0,1.0
2623.png,H0,H2,False,0.0,1.0
2623.png,H1,H2,True,0.0,1.0
263.png,H0,H1,False,0.0018204930589887924,0.8908432488360062
263.png,H0,H2,False,0.0018204930589887924,0.8908432488360062
263.png,H1,H2,True,0.0,1.0
2656.png,H0,H1,False,0.008562401400650343,0.9583333333333334
2656.png,H0,H2,False,0.03378740602305219,0.8730964467005076
2656.png,H1,H2,False,0.042349807423702535,0.8730964467005076
2660.png,H0,H1,False,0.0,1.0
2660.png,H0,H2,False,0.0,1.0
2660.png,H1,H2,True,0.0,1.0
2680.png,H0,H1,False,0.0,1.0
2680.png,H0,H2,False,0.0,1.0
2680.png,H1,H2,True,0.0,1.0
2685.png,H0,H1,False,0.0,0.96875
2685.png,H0,H2,False,0.00038859936793744776,0.9117647058823529
2685.png,H1,H2,False,0.00038859936793744776,0.9411764705882353
2701.png,H0,H1,False,0.0003155183251235538,0.9491525423728814
2701.png,H0,H2,False,0.0003155183251235538,0.9491525423728814
2701.png,H1,H2,True,0.0,1.0
2703.png,H0,H1,False,0.019287685628085582,0.9217054263565891
2703.png,H0,H2,False,0.00047284276028680683,0.9534883720930233
2703.png,H1,H2,False,0.01976052838837239,0.9666666666666667
2705.png,H0,H1,False,0.010528739897112449,0.9544008483563097
2705.png,H0,H2,False,0.00858049803891714,0.9302325581395349
2705.png,H1,H2,False,0.0019482418581953098,0.9337044534412956
2706.png,H0,H1,False,0.0021871744244951197,0.9782608695652174
2706.png,H0,H2,False,0.0019219708664689472,0.9565217391304348
2706.png,H1,H2,False,0.00026520355802617246,0.9782608695652174
2716.png,H0,H1,False,0.03872825204457164,0.9071911493546404
2716.png,H0,H2,False,0.03872825204457164,0.9071911493546404
2716.png,H1,H2,True,0.0,1.0
2720.png,H0,H1,False,0.01967123356919731,0.7261904761904762
2720.png,H0,H2,False,0.0009776351061177024,0.8511371467953136
2720.png,H1,H2,False,0.020648868675315013,0.720620842572062
2721.png,H0,H1,False,0.003569756659630996,0.95
2721.png,H0,H2,False,0.0177849183614619,0.9337606837606838
2721.png,H1,H2,False,0.021354675021092895,0.8873826903023984
2723.png,H0,H1,False,0.0,1.0
2723.png,H0,H2,False,0.0,1.0
2723.png,H1,H2,True,0.0,1.0
2740.png,H0,H1,False,0.0,1.0
2740.png,H0,H2,False,0.0,1.0
2740.png,H1,H2,True,0.0,1.0
2752.png,H0,H1,False,0.04550311598241774,0.9344444444444444
2752.png,H0,H2,False,0.04550311598241774,0.9344444444444444
2752.png,H1,H2,True,0.0,1.0
2754.png,H0,H1,False,0.0,1.0
2754.png,H0,H2,False,0.26233714808719844,0.8939068100358423
2754.png,H1,H2,False,0.26233714808719844,0.8939068100358423
2766.png,H0,H1,False,0.009768004559273846,0.9777777777777777
2766.png,H0,H2,False,0.009768004559273846,0.9777777777777777
2766.png,H1,H2,True,0.0,1.0
2768.png,H0,H1,False,0.0025011252549971275,0.9261802575107296
2768.png,H0,H2,False,0.0025011252549971275,0.9261802575107296
2768.png,H1,H2,True,0.0,1.0
2771.png,H0,H1,False,0.0,1.0
2771.png,H0,H2,False,0.0,1.0
2771.png,H1,H2,False,0.0,1.0
2781.png,H0,H1,False,0.01891074945335325,0.9550387596899225
2781.png,H0,H2,False,0.01891074945335325,0.9550387596899225
2781.png,H1,H2,True,0.0,1.0
2782.png,H0,H1,False,0.0003238519748088864,0.9772727272727273
2782.png,H0,H2,False,0.0003238519748088864,0.9772727272727273
2782.png,H1,H2,True,0.0,1.0
2784.png,H0,H1,False,0.22442152216336772,0.9519230769230769
2784.png,H0,H2,False,0.22442152216336772,0.9519230769230769
2784.png,H1,H2,True,0.0,1.0
2787.png,H0,H1,False,0.009258251932282802,0.9807692307692307
2787.png,H0,H2,False,0.009258251932282802,0.9807692307692307
2787.png,H1,H2,True,0.0,1.0
2794.png,H0,H1,False,0.0,1.0
2794.png,H0,H2,False,0.0,1.0
2794.png,H1,H2,True,0.0,1.0
28.png,H0,H1,False,0.0,1.0
28.png,H0,H2,False,0.0,1.0
28.png,H1,H2,True,0.0,1.0
2801.png,H0,H1,False,0.0,1.0
2801.png,H0,H2,False,0.00167788116218609,0.917094017094017
2801.png,H1,H2,False,0.00167788116218609,0.917094017094017
2807.png,H0,H1,False,0.0006607704734380437,0.9531163816878102
2807.png,H0,H2,False,0.0006607704734380437,0.9531163816878102
2807.png,H1,H2,True,0.0,1.0
2810.png,H0,H1,False,0.0,1.0
2810.png,H0,H2,False,0.0,1.0
2810.png,H1,H2,True,0.0,1.0
2816.png,H0,H1,False,0.0,0.8258928571428571
2816.png,H0,H2,False,0.0,0.8035714285714286
2816.png,H1,H2,False,0.0,0.972972972972973
2825.png,H0,H1,False,0.0,0.9666666666666667
2825.png,H0,H2,False,0.0,0.9666666666666667
2825.png,H1,H2,True,0.0,1.0
2827.png,H0,H1,False,0.0,1.0
2827.png,H0,H2,False,0.0,1.0
2827.png,H1,H2,True,0.0,1.0
2835.png,H0,H1,False,0.0,1.0
2835.png,H0,H2,False,0.09035938691274292,0.5878378378378378
2835.png,H1,H2,False,0.09035938691274292,0.5878378378378378
284.png,H0,H1,False,0.0,1.0
284.png,H0,H2,False,0.0,1.0
284.png,H1,H2,False,0.0,1.0
2846.png,H0,H1,False,0.0009640077389178048,0.96875
2846.png,H0,H2,False,0.0009640077389178048,0.96875
2846.png,H1,H2,True,0.0,1.0
2866.png,H0,H1,False,0.0060335114426141034,0.9121367521367522
2866.png,H0,H2,False,0.0060335114426141034,0.9121367521367522
2866.png,H1,H2,True,0.0,1.0
2871.png,H0,H1,False,0.001285184967904529,0.9777777777777777
2871.png,H0,H2,False,0.001285184967904529,0.9777777777777777
2871.png,H1,H2,True,0.0,1.0
2875.png,H0,H1,False,0.0,1.0
2875.png,H0,H2,False,0.001815898777299707,0.8379310344827586
2875.png,H1,H2,False,0.001815898777299707,0.8379310344827586
2877.png,H0,H1,False,0.0,1.0
2877.png,H0,H2,False,0.003401661524784161,0.9567723342939481
2877.png,H1,H2,False,0.003401661524784161,0.9567723342939481
2878.png,H0,H1,False,8.156149748339558e-05,0.9366130558183539
2878.png,H0,H2,False,8.156149748339558e-05,0.9366130558183539
2878.png,H1,H2,True,0.0,1.0
2882.png,H0,H1,False,0.11000809129209554,0.7989130434782609
2882.png,H0,H2,False,0.11000809129209554,0.7989130434782609
2882.png,H1,H2,True,0.0,1.0
2883.png,H0,H1,False,0.0007014873769154439,0.9795918367346939
2883.png,H0,H2,False,0.0007014873769154439,0.9795918367346939
2883.png,H1,H2,True,0.0,1.0
2884.png,H0,H1,False,0.0031163844680449637,0.907258064516129
2884.png,H0,H2,False,0.0031163844680449637,0.907258064516129
2884.png,H1,H2,True,0.0,1.0
2885.png,H0,H1,False,0.07512040497899447,0.9204545454545454
2885.png,H0,H2,False,0.3372489431895373,0.4799612152553329
2885.png,H1,H2,False,0.2621285382105428,0.5124223602484472
2886.png,H0,H1,False,0.006245034643513003,0.9836065573770492
2886.png,H0,H2,False,0.04282504278417465,0.893037336024218
2886.png,H1,H2,False,0.04907007742768765,0.8787878787878788
2891.png,H0,H1,False,0.00011617067706315432,0.9696969696969697
2891.png,H0,H2,False,0.0007352008941908794,0.9290322580645162
2891.png,H1,H2,False,0.0008513715712540337,0.9574468085106383
2895.png,H0,H1,False,0.0,1.0
2895.png,H0,H2,False,0.0,1.0
2895.png,H1,H2,False,0.0,1.0
2897.png,H0,H1,False,0.00019088997676119934,0.9384404924760602
2897.png,H0,H2,False,0.0006222184463509084,0.8974008207934336
2897.png,H1,H2,False,0.0008131084231121077,0.956268221574344
2898.png,H0,H1,False,0.0007139145052579288,0.9565217391304348
2898.png,H0,H2,False,0.0007139145052579288,0.9565217391304348
2898.png,H1,H2,True,0.0,1.0
2910.png,H0,H1,False,0.0,0.9672131147540983
2910.png,H0,H2,False,0.0,0.5559515324305061
2910.png,H1,H2,False,0.0,0.5747973470891673
2912.png,H0,H1,False,5.078377815825874e-05,0.9833333333333333
2912.png,H0,H2,False,0.19391856271281804,0.23040254237288135
2912.png,H1,H2,False,0.1939693464909763,0.2265625
2916.png,H0,H1,False,0.0,1.0
2916.png,H0,H2,False,0.0,1.0
2916.png,H1,H2,True,0.0,1.0
2920.png,H0,H1,False,0.03408833723850602,0.9615528182157521
2920.png,H0,H2,False,0.0028067435574762323,0.9827586206896551
2920.png,H1,H2,False,0.03689508079598225,0.9449743213499633
2924.png,H0,H1,False,0.029165001428364867,0.9158186864014801
2924.png,H0,H2,False,0.026577650521048657,0.9357277882797732
2924.png,H1,H2,False,0.0025873509073162104,0.9787234042553191
2927.png,H0,H1,False,0.00129160072880119,0.9736842105263158
2927.png,H0,H2,False,0.025420637605439667,0.8756281407035176
2927.png,H1,H2,False,0.024129036876638477,0.8987749838813669
2933.png,H0,H1,False,0.0,1.0
2933.png,H0,H2,False,0.00705692113814127,0.975609756097561
2933.png,H1,H2,False,0.00705692113814127,0.975609756097561
2940.png,H0,H1,False,0.005074933313884283,0.8976063829787234
2940.png,H0,H2,False,0.005074933313884283,0.8976063829787234
2940.png,H1,H2,True,0.0,1.0
2941.png,H0,H1,False,0.0005160611144947591,0.9757638072855465
2941.png,H0,H2,False,0.0005160611144947591,0.9757638072855465
2941.png,H1,H2,True,0.0,1.0
2943.png,H0,H1,False,0.0005557941254238363,0.9795918367346939
2943.png,H0,H2,False,0.00410342682958198,0.9183673469387755
2943.png,H1,H2,False,0.004659220955005816,0.9375
2947.png,H0,H1,False,0.009382501800105358,0.9743589743589743
2947.png,H0,H2,False,0.009382501800105358,0.9743589743589743
2947.png,H1,H2,False,0.0,1.0
2951.png,H0,H1,False,0.0,1.0
2951.png,H0,H2,False,0.011914824783134992,0.967741935483871
2951.png,H1,H2,False,0.011914824783134992,0.967741935483871
2955.png,H0,H1,False,0.003919586229124028,0.8918918918918919
2955.png,H0,H2,False,0.003919586229124028,0.8918918918918919
2955.png,H1,H2,False,0.0,1.0
2957.png,H0,H1,False,0.02108467583728102,0.9337779895188185
2957.png,H0,H2,False,0.02108467583728102,0.9337779895188185
2957.png,H1,H2,True,0.0,1.0
2958.png,H0,H1,False,0.0,1.0
2958.png,H0,H2,False,0.0018670707287793409,0.9578995020371208
2958.png,H1,H2,False,0.0018670707287793409,0.9578995020371208
2959.png,H0,H1,False,0.0,1.0
2959.png,H0,H2,False,0.0,1.0
2959.png,H1,H2,True,0.0,1.0
296.png,H0,H1,False,0.1385260746404966,0.9005847953216374
296.png,H0,H2,False,0.1385260746404966,0.9005847953216374
296.png,H1,H2,True,0.0,1.0
2961.png,H0,H1,False,0.0016831710074693973,0.9772727272727273
2961.png,H0,H2,False,0.018807639237209517,0.9318181818181818
2961.png,H1,H2,False,0.020490810244678914,0.9545454545454546
2968.png,H0,H1,False,0.0006410057934239655,0.9014799154334038
2968.png,H0,H2,False,0.0006410057934239655,0.9014799154334038
2968.png,H1,H2,True,0.0,1.0
2969.png,H0,H1,False,0.026428120430679214,0.8928571428571429
2969.png,H0,H2,False,0.07157746285085298,0.6592203241349102
2969.png,H1,H2,False,0.045149342420173766,0.7366617719040627
2977.png,H0,H1,False,0.0,1.0
2977.png,H0,H2,False,0.0,1.0
2977.png,H1,H2,True,0.0,1.0
2978.png,H0,H1,False,0.001353633131884191,0.972972972972973
2978.png,H0,H2,False,0.001353633131884191,0.972972972972973
2978.png,H1,H2,False,0.0,1.0
2979.png,H0,H1,False,0.0,1.0
2979.png,H0,H2,False,0.0021112955356351604,0.9
2979.png,H1,H2,False,0.0021112955356351604,0.9
2980.png,H0,H1,False,0.0001260237262186159,0.9655172413793104
2980.png,H0,H2,False,0.00012590485460139966,0.9443137254901961
2980.png,H1,H2,False,0.00025192858082001557,0.9772727272727273
2981.png,H0,H1,False,0.000396444893753789,0.967741935483871
2981.png,H0,H2,False,0.000396444893753789,0.967741935483871
2981.png,H1,H2,False,0.0,1.0
2982.png,H0,H1,False,0.9040152963671129,0.9333333333333333
2982.png,H0,H2,False,0.028181211956070262,0.9526041666666667
2982.png,H1,H2,False,0.9321965083231831,0.9209549071618037
2984.png,H0,H1,False,0.001944215308347652,0.96875
2984.png,H0,H2,False,0.001944215308347652,0.96875
2984.png,H1,H2,True,0.0,1.0
2990.png,H0,H1,False,0.002576376641668543,0.9534883720930233
2990.png,H0,H2,False,0.17588023822479215,0.8710622710622711
2990.png,H1,H2,False,0.1733038615831236,0.9135531135531135
2991.png,H0,H1,False,0.00016274268890803523,0.9411764705882353
2991.png,H0,H2,False,0.0003653412702938619,0.9852941176470589
2991.png,H1,H2,False,0.00020259858138582665,0.9558823529411765
3001.png,H0,H1,False,0.0,1.0
3001.png,H0,H2,False,0.0022641046124568564,0.96875
3001.png,H1,H2,False,0.0022641046124568564,0.96875
3008.png,H0,H1,False,0.00014325151273919534,0.9830508474576272
3008.png,H0,H2,False,0.024004167408217647,0.8870967741935484
3008.png,H1,H2,False,0.02386091589547845,0.9027237354085603
3015.png,H0,H1,False,2.155162387762477e-05,0.9160493827160494
3015.png,H0,H2,False,0.0015162888284633302,0.7098765432098766
3015.png,H1,H2,False,0.0014947372045857055,0.7749326145552561
3016.png,H0,H1,False,0.012599608933465789,0.9015501767745445
3016.png,H0,H2,False,0.012599608933465789,0.9015501767745445
3016.png,H1,H2,True,0.0,1.0
3018.png,H0,H1,False,0.003635305070544881,0.9333333333333333
3018.png,H0,H2,False,0.005780163332300692,0.9148936170212766
3018.png,H1,H2,False,0.002144858261755811,0.9347496206373292
3021.png,H0,H1,False,0.0,1.0
3021.png,H0,H2,False,0.0,1.0
3021.png,H1,H2,False,0.0,1.0
3031.png,H0,H1,False,0.042619673641988265,0.9418758256274768
3031.png,H0,H2,False,0.04298830373559759,0.8857142857142857
3031.png,H1,H2,False,0.0003686300936093234,0.8594449418084154
3039.png,H0,H1,False,0.7478684531059683,0.0
3039.png,H0,H2,False,0.7478684531059683,0.0
3039.png,H1,H2,False,0.0,1.0
304.png,H0,H1,False,0.011074388356937637,0.9636363636363636
304.png,H0,H2,False,0.006386285772812861,0.9642739000992392
304.png,H1,H2,False,0.017460674129750497,0.9291859695565851
3045.png,H0,H1,False,0.0008384942792265537,0.9399644760213144
3045.png,H0,H2,False,0.002340625759177928,0.811046511627907
3045.png,H1,H2,False,0.001502131479951374,0.8239202657807309
3046.png,H0,H1,False,0.09958005441303186,0.5461672473867596
3046.png,H0,H2,False,0.11371093151845624,0.4442508710801394
3046.png,H1,H2,False,0.014130877105424378,0.8133971291866029
3047.png,H0,H1,False,0.0006642953844083754,0.9402843601895735
3047.png,H0,H2,False,0.001418457574269616,0.9411764705882353
3047.png,H1,H2,False,0.0007541621898612405,0.9402573529411765
3051.png,H0,H1,False,0.0,1.0
3051.png,H0,H2,False,0.027755521384226434,0.7149643705463183
3051.png,H1,H2,False,0.027755521384226434,0.7149643705463183
3056.png,H0,H1,False,0.005170524351292227,0.832983193277311
3056.png,H0,H2,False,0.10139481560119212,0.711864406779661
3056.png,H1,H2,False,0.10656533995248435,0.7918343875790684
3063.png,H0,H1,False,0.002138521979097918,0.95
3063.png,H0,H2,False,0.0063389371292025265,0.8
3063.png,H1,H2,False,0.008477459108300445,0.8421052631578947
311.png,H0,H1,False,0.0,1.0
311.png,H0,H2,False,0.0,1.0
311.png,H1,H2,True,0.0,1.0
32.png,H0,H1,False,0.008039521535547878,0.9795918367346939
32.png,H0,H2,False,0.008039521535547878,0.9795918367346939
32.png,H1,H2,True,0.0,1.0
321.png,H0,H1,False,0.009624138791713421,0.8651026392961877
321.png,H0,H2,False,0.009624138791713421,0.8651026392961877
321.png,H1,H2,True,0.0,1.0
323.png,H0,H1,False,0.00011937296750796911,0.941991341991342
323.png,H0,H2,False,0.0,1.0
323.png,H1,H2,False,0.00011937296750796911,0.941991341991342
324.png,H0,H1,False,0.2667827240865225,0.9035202086049544
324.png,H0,H2,False,0.2637167671314149,0.9166666666666666
324.png,H1,H2,False,0.003065956955107585,0.984375
332.png,H0,H1,False,0.0,0.9215686274509803
332.png,H0,H2,False,0.009011145364002845,0.8553971486761711
332.png,H1,H2,False,0.009011145364002845,0.8496824276640791
333.png,H0,H1,False,0.0,1.0
333.png,H0,H2,False,0.0,1.0
333.png,H1,H2,True,0.0,1.0
350.png,H0,H1,False,0.0005151742225553146,0.9761904761904762
350.png,H0,H2,False,0.0011885180856743283,0.8771566597653554
350.png,H1,H2,False,0.0006733438631190136,0.8979310344827586
351.png,H0,H1,False,0.0004600874166091895,0.9736842105263158
351.png,H0,H2,False,0.0004600874166091895,0.9736842105263158
351.png,H1,H2,True,0.0,1.0
354.png,H0,H1,False,0.0021585922717006767,0.9838709677419355
354.png,H0,H2,False,0.0,1.0
354.png,H1,H2,False,0.0021585922717006767,0.9838709677419355
404.png,H0,H1,False,0.00043401698657363763,0.960691823899371
404.png,H0,H2,False,0.00043401698657363763,0.960691823899371
404.png,H1,H2,True,0.0,1.0
41.png,H0,H1,False,0.0,1.0
41.png,H0,H2,False,0.0,0.9696969696969697
41.png,H1,H2,False,0.0,0.9696969696969697
415.png,H0,H1,False,0.0023038634589330753,0.9841269841269841
415.png,H0,H2,False,0.01685910947667224,0.8962085308056872
415.png,H1,H2,False,0.014555246017739165,0.9095719095719096
429.png,H0,H1,False,0.00017270283630632655,0.9609375
429.png,H0,H2,False,0.00017270283630632655,0.9609375
429.png,H1,H2,True,0.0,1.0
442.png,H0,H1,False,0.00011738946225181568,0.9782608695652174
442.png,H0,H2,False,0.0005187024965523923,0.9787234042553191
442.png,H1,H2,False,0.00040131303430057663,0.9578898658028691
443.png,H0,H1,False,0.001037174384545425,0.990990990990991
443.png,H0,H2,False,0.001037174384545425,0.990990990990991
443.png,H1,H2,True,0.0,1.0
445.png,H0,H1,False,0.0,1.0
445.png,H0,H2,False,0.0,1.0
445.png,H1,H2,True,0.0,1.0
452.png,H0,H1,False,0.024022603207144222,0.5543836519446276
452.png,H0,H2,False,0.024022603207144222,0.5543836519446276
452.png,H1,H2,False,0.0,1.0
457.png,H0,H1,False,0.4717733831301947,0.9682539682539683
457.png,H0,H2,False,0.0010847200029805984,0.9354838709677419
457.png,H1,H2,False,0.4728581031331753,0.9074121569633239
472.png,H0,H1,False,2.991305160782165e-05,0.9412280701754386
472.png,H0,H2,False,0.00046819495995620297,0.9736842105263158
472.png,H1,H2,False,0.0004981080115640246,0.9165935030728709
473.png,H0,H1,False,0.0,1.0
473.png,H0,H2,False,0.0,1.0
473.png,H1,H2,False,0.0,1.0
475.png,H0,H1,False,3.8281312246035704e-05,0.975
475.png,H0,H2,False,3.8281312246035704e-05,0.975
475.png,H1,H2,True,0.0,1.0
482.png,H0,H1,False,0.014126578323856886,0.9432565789473685
482.png,H0,H2,False,0.014126578323856886,0.9432565789473685
482.png,H1,H2,True,0.0,1.0
483.png,H0,H1,False,0.0,1.0
483.png,H0,H2,False,0.0,1.0
483.png,H1,H2,True,0.0,1.0
