auprc,auroc,sensitivity,specificity,flagged_fraction,retained_P14_mean_dice,retained_P14_failure_rate_lt_.10,flagged_P14_failure_rate_lt_.10,flagged_catastrophic_prevalence,retained_catastrophic_prevalence
0.3619912447847229,0.5206117021276596,0.8333333333333334,0.26595744680851063,0.7676056338028169,0.6519391286738231,0.18181818181818182,0.43119266055045874,0.3669724770642202,0.24242424242424243
0.3347201903069594,0.534238310708899,0.6923076923076923,0.36470588235294116,0.6532258064516129,0.6881285353241627,0.16279069767441862,0.35802469135802467,0.3333333333333333,0.27906976744186046
0.35770866952816766,0.5358069538142191,0.7804878048780488,0.26595744680851063,0.7481481481481481,0.583313961790844,0.2647058823529412,0.4752475247524752,0.31683168316831684,0.2647058823529412
0.2960112396019503,0.5210084033613445,0.8571428571428571,0.3235294117647059,0.7291666666666666,0.5061440899274761,0.3076923076923077,0.5047619047619047,0.34285714285714286,0.15384615384615385
0.3419877459203996,0.5773291925465838,0.7714285714285715,0.41304347826086957,0.6377952755905512,0.6639115133091346,0.17391304347826086,0.43209876543209874,0.3333333333333333,0.17391304347826086
0.2165278976431595,0.442629179331307,0.6428571428571429,0.2872340425531915,0.6967213114754098,0.5675034882909125,0.2702702702702703,0.4823529411764706,0.21176470588235294,0.2702702702702703
0.4509209046049255,0.5807407407407408,0.7962962962962963,0.38666666666666666,0.689922480620155,0.6253183973425931,0.175,0.2808988764044944,0.48314606741573035,0.275
0.361679852403033,0.5186996547756042,0.7954545454545454,0.34177215189873417,0.7073170731707317,0.7146304449348329,0.1388888888888889,0.42528735632183906,0.40229885057471265,0.25
0.2214302741646691,0.499838865613922,0.7586206896551724,0.34579439252336447,0.6764705882352942,0.6098625380652435,0.22727272727272727,0.43478260869565216,0.2391304347826087,0.1590909090909091
0.3647408671580265,0.5168776371308017,0.7619047619047619,0.34177215189873417,0.6942148760330579,0.6131858708679301,0.16216216216216217,0.36904761904761907,0.38095238095238093,0.2702702702702703
0.4361587490163453,0.5605528740675735,0.7358490566037735,0.38372093023255816,0.6618705035971223,0.5959494426701056,0.2765957446808511,0.40217391304347827,0.42391304347826086,0.2978723404255319
0.5566005060277749,0.6799698795180723,0.9375,0.37349397590361444,0.7404580152671756,0.6248890054621324,0.20588235294117646,0.31958762886597936,0.4639175257731959,0.08823529411764706
0.37589599261321904,0.6113591269841271,0.8333333333333334,0.34375,0.7101449275362319,0.6313306634633459,0.2,0.40816326530612246,0.35714285714285715,0.175
0.3807706040997536,0.5811965811965812,0.8717948717948718,0.35714285714285715,0.7154471544715447,0.5941435560531311,0.17142857142857143,0.4772727272727273,0.38636363636363635,0.14285714285714285
0.2156534640211951,0.486551724137931,0.6896551724137931,0.4,0.6201550387596899,0.6366949326511561,0.1836734693877551,0.4625,0.25,0.1836734693877551
0.3047776559078879,0.5735063772656075,0.7560975609756098,0.43119266055045874,0.62,0.684989754564991,0.14035087719298245,0.44086021505376344,0.3333333333333333,0.17543859649122806
0.24748837552955288,0.5770862800565771,0.7857142857142857,0.42574257425742573,0.6201550387596899,0.5563437932884079,0.24489795918367346,0.4625,0.275,0.12244897959183673
