filename,risk_region,frozen_risk,comparison,prompt1,prompt2,seed1,seed2,heatmap_mae,heatmap_corr_distance,box_instability
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P04,P04,34,45,0.0054816291667521,0.009046953557096837,0.0
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P04,P04,34,56,0.004777659196406603,0.006628346549551578,0.0
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P04,P04,45,56,0.006686319597065449,0.01672157180168299,0.0
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P05,P05,12,23,0.0028725136071443558,0.004525407999443454,0.015625
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P05,P05,12,34,0.0034432020038366318,0.007976432751560902,0.015625
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P05,P05,12,45,0.005263925530016422,0.031676679807776775,0.07055805003207183
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P05,P05,12,56,0.0030271834693849087,0.004661368991751957,0.0
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P05,P05,23,34,0.0022134757600724697,0.002959928024911518,0.0
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P05,P05,23,45,0.004434285219758749,0.02308812167000318,0.05633344187561051
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P05,P05,23,56,0.0024822114501148462,0.0034152522414214737,0.015625
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P05,P05,34,45,0.0038759608287364244,0.01605170434430181,0.05633344187561051
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P05,P05,34,56,0.00268530729226768,0.006045063258439898,0.015625
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P05,P05,45,56,0.0041479202918708324,0.02357730915378653,0.07055805003207183
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P06,P06,12,23,0.003927423618733883,0.0077863755337317375,0.0
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P06,P06,12,34,0.003628604579716921,0.005593713841797743,0.02083333333333337
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P06,P06,12,45,0.005337960552424192,0.022966084639862827,0.02083333333333337
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P06,P06,12,56,0.003509423928335309,0.004389899985545731,0.0
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P06,P06,23,34,0.002122503239661455,0.0017540769267506695,0.02083333333333337
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P06,P06,23,45,0.003304852871224284,0.007909106369909269,0.02083333333333337
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P06,P06,23,56,0.0026448452845215797,0.00376597905067666,0.0
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P06,P06,34,45,0.0036267817486077547,0.010391570577191311,0.04081632653061229
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P06,P06,34,56,0.002592026488855481,0.0027754384654788966,0.02083333333333337
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P06,P06,45,56,0.004162043798714876,0.018879700928920662,0.02083333333333337
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P07,P07,12,23,0.003992822486907244,0.009624162148491489,0.01538461538461533
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P07,P07,12,34,0.003963113762438297,0.009309582035137876,0.03076923076923077
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P07,P07,12,45,0.005965150892734528,0.031078330011404698,0.13378248315688157
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P07,P07,12,56,0.003440232714638114,0.005617646057773484,0.01538461538461533
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P07,P07,23,34,0.0029911340679973364,0.00478928671533374,0.01538461538461533
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P07,P07,23,45,0.003910666331648827,0.014020691637165683,0.12019230769230771
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P07,P07,23,56,0.003152040997520089,0.0076433119770829006,0.0
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P07,P07,34,45,0.004434545524418354,0.014241945873764594,0.1064453125
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P07,P07,34,56,0.003299693576991558,0.008114252209980077,0.01538461538461533
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P07,P07,45,56,0.004980399273335934,0.029263198861500084,0.12019230769230771
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P08,P08,12,23,0.0030469160992652178,0.0024405150236167517,0.0
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P08,P08,12,34,0.003698149463161826,0.004135542979433304,0.0
1125_pid-111785_pituitary.png,MIDDLE,0.2578958450429955,seed,P08,P08,12,45,0.005264943931251764,0.017412923211875264,0.01538461538461533
