prompt1,prompt2,text_cosine_similarity,text_cosine_distance,text_euclidean_normalized,heatmap_mae_mean,heatmap_corr_distance_mean,box_instability_mean,n_observations,text_distance_quartile
P11,P13,0.9547126293182373,0.045287370681762695,0.30095672607421875,0.010599283082410637,0.044881202202670466,0.27457065300366923,60,Q1_nearest
P11,P14,0.9729346632957458,0.02706533670425415,0.2326602041721344,0.00762818260312385,0.04335690718443501,0.3558644828123628,60,Q1_nearest
P11,P15,0.8361523151397705,0.1638476848602295,0.572446882724762,0.02398146161188677,0.176861655025257,0.48048493511102064,60,Q4_farthest
P11,P16,0.9527825117111206,0.047217488288879395,0.30730313062667847,0.01042843178341471,0.04598418761773261,0.3157782938756034,60,Q1_nearest
P11,P17,0.937185525894165,0.06281447410583496,0.35444197058677673,0.017747435679969645,0.12560890693500026,0.46738014578694664,60,Q2
P11,P18,0.9252933263778687,0.07470667362213135,0.38654041290283203,0.012197260783674762,0.09064302790584614,0.39508552048807066,60,Q3
P11,P19,0.8939511179924011,0.10604888200759888,0.46054065227508545,0.018495167287376976,0.12919530518086486,0.42065011996996504,60,Q4_farthest
P11,P20,0.9580091834068298,0.041990816593170166,0.28979596495628357,0.010832313597590302,0.0479941075007648,0.3405036247512222,60,Q1_nearest
P12,P13,0.9487820863723755,0.05121791362762451,0.320056289434433,0.012625991308595938,0.07009371139384771,0.31454799438138026,60,Q2
P12,P14,0.9418182373046875,0.0581817626953125,0.3411209285259247,0.014512669818941452,0.07557760632540442,0.2260709008736786,60,Q2
P12,P15,0.8865208625793457,0.1134791374206543,0.47640132904052734,0.017428789691378625,0.08488499101420903,0.44379720176887283,60,Q4_farthest
P12,P16,0.9477973580360413,0.05220264196395874,0.3231183588504791,0.01373779195904106,0.09058815866606582,0.3299552552648655,60,Q2
P12,P17,0.9210295677185059,0.07897043228149414,0.39741775393486023,0.014543929595189738,0.07672724322754204,0.32382240803120405,60,Q3
P12,P18,0.9527834057807922,0.047216594219207764,0.3072996735572815,0.012790042305520381,0.06043879337779945,0.3774990796147106,60,Q1_nearest
P12,P19,0.8963998556137085,0.1036001443862915,0.4551923871040344,0.01519080577418203,0.0948272489158057,0.21568969380583528,60,Q4_farthest
P12,P20,0.9566044807434082,0.0433955192565918,0.2946031391620636,0.011187094294776469,0.06302501985008122,0.27667876766032057,60,Q1_nearest
P13,P14,0.9694627523422241,0.03053724765777588,0.24713271856307983,0.009904907564244496,0.03472474879909818,0.28460319844600157,60,Q1_nearest
P13,P15,0.8731438517570496,0.12685614824295044,0.5036986470222473,0.021615955264617955,0.12456491082628422,0.43689905838870485,60,Q4_farthest
P13,P16,0.980423092842102,0.01957690715789795,0.19787363708019257,0.007426108326762865,0.02316950686470188,0.2571763163377573,60,Q1_nearest
P13,P17,0.9462146759033203,0.05378532409667969,0.32797977328300476,0.013678838592022607,0.07368161052015985,0.3800457217545546,60,Q2
P13,P18,0.9415984153747559,0.05840158462524414,0.34176507592201233,0.012276328444325628,0.07317228595387822,0.34354276997699174,60,Q2
P13,P19,0.934947669506073,0.065052330493927,0.3607002794742584,0.01520620393566782,0.08236018555726449,0.3510888879501081,60,Q2
P13,P20,0.9849038124084473,0.015096187591552734,0.17376016080379486,0.006275551608996418,0.017027701224404324,0.24479222212626142,60,Q1_nearest
P14,P15,0.8401033282279968,0.15989667177200317,0.5655027031898499,0.02479425412602718,0.1625032437562647,0.46329499313028955,60,Q4_farthest
P14,P16,0.9683892130851746,0.03161078691482544,0.2514392137527466,0.010862622867959188,0.043578224003678924,0.2898885657226578,60,Q1_nearest
P14,P17,0.9311676621437073,0.06883233785629272,0.3710317313671112,0.017568761715665404,0.09868529657309837,0.36585540139367656,60,Q3
P14,P18,0.9343066215515137,0.06569337844848633,0.36247316002845764,0.010554300002210412,0.07903595938607737,0.3343603877784202,60,Q2
P14,P19,0.9189649820327759,0.08103501796722412,0.4025791585445404,0.017926549375988494,0.09403487698406422,0.2791287276286866,60,Q3
P14,P20,0.9689786434173584,0.0310213565826416,0.2490835040807724,0.0109024836410147,0.031849046739189084,0.26272720522210385,60,Q1_nearest
P15,P16,0.8512274622917175,0.14877253770828247,0.5454770922660828,0.021925767417997077,0.15219528595713086,0.37224605089687157,60,Q4_farthest
P15,P17,0.8722127676010132,0.12778723239898682,0.5055437088012695,0.0175251499516889,0.08944250927990165,0.48684604788228225,60,Q4_farthest
P15,P18,0.8727275133132935,0.12727248668670654,0.5045245885848999,0.02281213934378073,0.13047649120922883,0.44828851376542805,60,Q4_farthest
P15,P19,0.9280099868774414,0.0719900131225586,0.37944701313972473,0.014540889618607809,0.07612099723826257,0.3455785920767288,60,Q3
P15,P20,0.880951464176178,0.11904853582382202,0.48795199394226074,0.020853475884844815,0.13045557319379927,0.43298639059584654,60,Q4_farthest
P16,P17,0.9285460710525513,0.07145392894744873,0.3780316412448883,0.015665249976639897,0.10250741182672722,0.38602593326071605,60,Q3
