filename,risk_region,frozen_risk,prompt_id,seed_a,seed_b,box_iou,instability_1_minus_iou
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P06,12,34,0.8536585365853658,0.14634146341463417
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P06,12,45,0.8048780487804879,0.19512195121951215
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P06,12,56,0.8333333333333334,0.16666666666666663
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P06,23,34,0.9722222222222222,0.02777777777777779
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P06,23,45,0.9166666666666666,0.08333333333333337
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P06,23,56,1.0,0.0
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P06,34,45,0.9428571428571428,0.05714285714285716
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P06,34,56,0.9722222222222222,0.02777777777777779
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P06,45,56,0.9166666666666666,0.08333333333333337
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P07,12,23,0.816917728852839,0.18308227114716102
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P07,12,34,0.8823529411764706,0.11764705882352944
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P07,12,45,0.7707509881422925,0.22924901185770752
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P07,12,56,0.8914728682170543,0.10852713178294571
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P07,23,34,0.8490566037735849,0.15094339622641506
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P07,23,45,0.7358490566037735,0.26415094339622647
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P07,23,56,0.8773584905660378,0.12264150943396224
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P07,34,45,0.8666666666666667,0.1333333333333333
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P07,34,56,0.8721227621483376,0.12787723785166238
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P07,45,56,0.7917485265225933,0.2082514734774067
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P08,12,23,1.0,0.0
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P08,12,34,1.0,0.0
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P08,12,45,0.9772727272727273,0.022727272727272707
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P08,12,56,1.0,0.0
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P08,23,34,1.0,0.0
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P08,23,45,0.9772727272727273,0.022727272727272707
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P08,23,56,1.0,0.0
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P08,34,45,0.9772727272727273,0.022727272727272707
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P08,34,56,1.0,0.0
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P08,45,56,0.9772727272727273,0.022727272727272707
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P09,12,23,0.9534883720930233,0.046511627906976716
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P09,12,34,0.9534883720930233,0.046511627906976716
1418_pid-98472_pituitary.png,LOW,0.1279088894810576,P09,12,45,0.813953488372093,0.18604651162790697
